		Total Processors: 5

----------------|  Proc # 0  |  Proc # 1  |  Proc # 2  |  Proc # 3  |  Proc # 4  | Regular Queue  | Priority Queue |----------------
  Time:  7679   | Type D,  2 | Type C,  8 | Not Active | Type B,  3 | Not Active | No queue items | No queue items | 
  Time:  7680   | Type D,  1 | Type C,  7 | Not Active | Type B,  2 | Not Active | No queue items | No queue items | 
  Time:  7681   | Type D,  7 | Type C,  6 | Not Active | Type B,  1 | Not Active | No queue items | No queue items | 
  Time:  7682   | Type D,  6 | Type C,  5 | Type A,  1 | Not Active | Not Active | No queue items | No queue items | 
  Time:  7683   | Type D,  5 | Type C,  4 | Type B,  8 | Not Active | Not Active | No queue items | No queue items | 
  Time:  7684   | Type D,  4 | Type C,  3 | Type B,  7 | Not Active | Not Active | No queue items | No queue items | 
  Time:  7685   | Type D,  3 | Type C,  2 | Type B,  6 | Not Active | Not Active | No queue items | No queue items | 
  Time:  7686   | Type D,  2 | Type C,  1 | Type B,  5 | Not Active | Not Active | No queue items | No queue items | 
  Time:  7687   | Type D,  1 | Type D,  4 | Type B,  4 | Not Active | Not Active | No queue items | No queue items | 
  Time:  7688   | Type A,  4 | Type D,  3 | Type B,  3 | Not Active | Not Active | No queue items | No queue items | 
  Time:  7689   | Type A,  3 | Type D,  2 | Type B,  2 | Type B,  6 | Not Active | No queue items | No queue items | 
  Time:  7690   | Type A,  2 | Type D,  1 | Type B,  1 | Type B,  5 | Not Active | No queue items | No queue items | 
  Time:  7691   | Type A,  1 | Type C, 12 | Not Active | Type B,  4 | Not Active | No queue items | No queue items | 
  Time:  7692   | Not Active | Type C, 11 | Not Active | Type B,  3 | Not Active | No queue items | No queue items | 
  Time:  7693   | Type A,  3 | Type C, 10 | Not Active | Type B,  2 | Not Active | No queue items | No queue items | 
  Time:  7694   | Type D, 20 | Type C,  9 | Type A,  2 | Type B,  1 | Not Active | No queue items | No queue items | 
  Time:  7695   | Type D, 19 | Type C,  8 | Type A,  1 | Not Active | Not Active | No queue items | No queue items | 
  Time:  7696   | Type D, 18 | Type C,  7 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  7697   | Type D, 17 | Type C,  6 | Type B,  2 | Not Active | Not Active | No queue items | No queue items | 
  Time:  7698   | Type D, 16 | Type C,  5 | Type B,  1 | Type A,  3 | Not Active | No queue items | No queue items | 
  Time:  7699   | Type D, 15 | Type C,  4 | Not Active | Type A,  2 | Not Active | No queue items | No queue items | 
----------------|  Proc # 0  |  Proc # 1  |  Proc # 2  |  Proc # 3  |  Proc # 4  | Regular Queue  | Priority Queue |----------------
  Time:  7700   | Type D, 14 | Type C,  3 | Not Active | Type A,  1 | Not Active | No queue items | No queue items | 
  Time:  7701   | Type D, 13 | Type C,  2 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  7702   | Type D, 12 | Type C,  1 | Type A,  1 | Not Active | Not Active | No queue items | No queue items | 
  Time:  7703   | Type D, 11 | Not Active | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  7704   | Type D, 10 | Type B,  8 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  7705   | Type D,  9 | Type B,  7 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  7706   | Type D,  8 | Type D,  5 | Type B,  6 | Not Active | Not Active | No queue items | No queue items | 
  Time:  7707   | Type D,  7 | Type D,  4 | Type B,  5 | Not Active | Not Active | No queue items | No queue items | 
  Time:  7708   | Type D,  6 | Type D,  3 | Type B,  4 | Type A,  1 | Type C,  9 | No queue items | No queue items | 
  Time:  7709   | Type D,  5 | Type D,  2 | Type B,  3 | Not Active | Type C,  8 | No queue items | No queue items | 
  Time:  7710   | Type D,  4 | Type D,  1 | Type B,  2 | Not Active | Type C,  7 | No queue items | No queue items | 
  Time:  7711   | Type D,  3 | Not Active | Type B,  1 | Not Active | Type C,  6 | No queue items | No queue items | 
  Time:  7712   | Type D,  2 | Type B,  6 | Not Active | Not Active | Type C,  5 | No queue items | No queue items | 
  Time:  7713   | Type D,  1 | Type D, 21 | Type B,  5 | Not Active | Type C,  4 | No queue items | No queue items | 
  Time:  7714   | Type A,  4 | Type D, 20 | Type B,  4 | Not Active | Type C,  3 | No queue items | No queue items | 
  Time:  7715   | Type A,  3 | Type D, 19 | Type B,  3 | Not Active | Type C,  2 | No queue items | No queue items | 
  Time:  7716   | Type A,  2 | Type D, 18 | Type B,  2 | Not Active | Type C,  1 | No queue items | No queue items | 
  Time:  7717   | Type A,  1 | Type D, 17 | Type B,  1 | Not Active | Not Active | No queue items | No queue items | 
  Time:  7718   | Not Active | Type D, 16 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  7719   | Not Active | Type D, 15 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  7720   | Type A,  5 | Type D, 14 | Type B,  3 | Not Active | Not Active | No queue items | No queue items | 
  Time:  7721   | Type A,  4 | Type D, 13 | Type B,  2 | Not Active | Not Active | No queue items | No queue items | 
  Time:  7722   | Type A,  3 | Type D, 12 | Type B,  1 | Not Active | Not Active | No queue items | No queue items | 
  Time:  7723   | Type A,  2 | Type D, 11 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  7724   | Type A,  1 | Type D, 10 | Type A,  1 | Not Active | Not Active | No queue items | No queue items | 
  Time:  7725   | Type D,  3 | Type D,  9 | Type C, 10 | Not Active | Not Active | No queue items | No queue items | 
  Time:  7726   | Type D,  2 | Type D,  8 | Type C,  9 | Not Active | Not Active | No queue items | No queue items | 
  Time:  7727   | Type D,  1 | Type D,  7 | Type C,  8 | Type B,  5 | Not Active | No queue items | No queue items | 
  Time:  7728   | Not Active | Type D,  6 | Type C,  7 | Type B,  4 | Not Active | No queue items | No queue items | 
  Time:  7729   | Not Active | Type D,  5 | Type C,  6 | Type B,  3 | Not Active | No queue items | No queue items | 
  Time:  7730   | Type A,  1 | Type D,  4 | Type C,  5 | Type B,  2 | Not Active | No queue items | No queue items | 
  Time:  7731   | Not Active | Type D,  3 | Type C,  4 | Type B,  1 | Not Active | No queue items | No queue items | 
  Time:  7732   | Not Active | Type D,  2 | Type C,  3 | Not Active | Not Active | No queue items | No queue items | 
  Time:  7733   | Not Active | Type D,  1 | Type C,  2 | Not Active | Not Active | No queue items | No queue items | 
  Time:  7734   | Type A,  4 | Type B,  2 | Type C,  1 | Not Active | Not Active | No queue items | No queue items | 
  Time:  7735   | Type A,  3 | Type B,  1 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  7736   | Type D, 13 | Type A,  2 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  7737   | Type D, 12 | Type A,  1 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  7738   | Type D, 11 | Type A,  3 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  7739   | Type D, 10 | Type A,  2 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  7740   | Type D,  9 | Type A,  1 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  7741   | Type D,  8 | Type B,  5 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  7742   | Type D,  7 | Type B,  4 | Type A,  2 | Type C, 11 | Not Active | No queue items | No queue items | 
  Time:  7743   | Type D,  6 | Type B,  3 | Type A,  1 | Type C, 10 | Not Active | No queue items | No queue items | 
  Time:  7744   | Type D,  5 | Type B,  2 | Not Active | Type C,  9 | Not Active | No queue items | No queue items | 
  Time:  7745   | Type D,  4 | Type B,  1 | Not Active | Type C,  8 | Not Active | No queue items | No queue items | 
  Time:  7746   | Type D,  3 | Type C,  6 | Not Active | Type C,  7 | Not Active | No queue items | No queue items | 
  Time:  7747   | Type D,  2 | Type C,  5 | Not Active | Type C,  6 | Not Active | No queue items | No queue items | 
  Time:  7748   | Type D,  1 | Type C,  4 | Type A,  5 | Type C,  5 | Not Active | No queue items | No queue items | 
  Time:  7749   | Type D, 10 | Type C,  3 | Type A,  4 | Type C,  4 | Type B,  6 | No queue items | No queue items | 
----------------|  Proc # 0  |  Proc # 1  |  Proc # 2  |  Proc # 3  |  Proc # 4  | Regular Queue  | Priority Queue |----------------
  Time:  7750   | Type D,  9 | Type C,  2 | Type A,  3 | Type C,  3 | Type B,  5 | No queue items | No queue items | 
  Time:  7751   | Type D,  8 | Type C,  1 | Type A,  2 | Type C,  2 | Type B,  4 | No queue items | No queue items | 
  Time:  7752   | Type D,  7 | Type A,  4 | Type A,  1 | Type C,  1 | Type B,  3 | No queue items | No queue items | 
  Time:  7753   | Type D,  6 | Type A,  3 | Not Active | Not Active | Type B,  2 | No queue items | No queue items | 
  Time:  7754   | Type D,  5 | Type A,  2 | Not Active | Not Active | Type B,  1 | No queue items | No queue items | 
  Time:  7755   | Type D,  4 | Type A,  1 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  7756   | Type D,  3 | Type B,  6 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  7757   | Type D,  2 | Type D,  5 | Type B,  5 | Not Active | Not Active | No queue items | No queue items | 
  Time:  7758   | Type D,  1 | Type D,  4 | Type B,  4 | Type A,  2 | Not Active | No queue items | No queue items | 
  Time:  7759   | Not Active | Type D,  3 | Type B,  3 | Type A,  1 | Not Active | No queue items | No queue items | 
  Time:  7760   | Not Active | Type D,  2 | Type B,  2 | Not Active | Not Active | No queue items | No queue items | 
  Time:  7761   | Type C,  9 | Type D,  1 | Type B,  1 | Not Active | Not Active | No queue items | No queue items | 
  Time:  7762   | Type C,  8 | Not Active | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  7763   | Type C,  7 | Type A,  4 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  7764   | Type C,  6 | Type A,  3 | Type B,  4 | Not Active | Not Active | No queue items | No queue items | 
  Time:  7765   | Type D, 20 | Type A,  2 | Type B,  3 | Type C,  5 | Not Active | No queue items | No queue items | 
  Time:  7766   | Type D, 19 | Type A,  1 | Type B,  2 | Type C,  4 | Not Active | No queue items | No queue items | 
  Time:  7767   | Type D, 18 | Type A,  1 | Type B,  1 | Type C,  3 | Type C,  7 | No queue items | No queue items | 
  Time:  7768   | Type D, 17 | Not Active | Not Active | Type C,  2 | Type C,  6 | No queue items | No queue items | 
  Time:  7769   | Type D, 16 | Type D, 22 | Not Active | Type C,  1 | Type C,  5 | No queue items | No queue items | 
  Time:  7770   | Type D, 15 | Type D, 21 | Not Active | Not Active | Type C,  4 | No queue items | No queue items | 
  Time:  7771   | Type D, 14 | Type D, 20 | Not Active | Not Active | Type C,  3 | No queue items | No queue items | 
  Time:  7772   | Type D, 13 | Type D, 19 | Type A,  2 | Type B,  5 | Type C,  2 | No queue items | No queue items | 
  Time:  7773   | Type D, 12 | Type D, 18 | Type A,  1 | Type B,  4 | Type C,  1 | No queue items | No queue items | 
  Time:  7774   | Type D, 11 | Type D, 17 | Not Active | Type B,  3 | Not Active | No queue items | No queue items | 
  Time:  7775   | Type D, 10 | Type D, 16 | Not Active | Type B,  2 | Not Active | No queue items | No queue items | 
  Time:  7776   | Type D,  9 | Type D, 15 | Type D, 13 | Type B,  1 | Type A,  3 | No queue items | No queue items | 
  Time:  7777   | Type D,  8 | Type D, 14 | Type D, 12 | Type C,  6 | Type A,  2 | No queue items | No queue items | 
  Time:  7778   | Type D,  7 | Type D, 13 | Type D, 11 | Type C,  5 | Type A,  1 | Q Total:     1 | No queue items | 
  Time:  7779   | Type D,  6 | Type D, 12 | Type D, 10 | Type C,  4 | Type B,  4 | No queue items | No queue items | 
  Time:  7780   | Type D,  5 | Type D, 11 | Type D,  9 | Type C,  3 | Type B,  3 | Q Total:     1 | No queue items | 
  Time:  7781   | Type D,  4 | Type D, 10 | Type D,  8 | Type C,  2 | Type B,  2 | Q Total:     1 | No queue items | 
  Time:  7782   | Type D,  3 | Type D,  9 | Type D,  7 | Type D, 22 | Type B,  1 | Q Total:     2 | No queue items | 
  Time:  7783   | Type D,  2 | Type D,  8 | Type D,  6 | Type D, 21 | Type C,  1 | Q Total:     1 | No queue items | 
  Time:  7784   | Type D,  1 | Type D,  7 | Type D,  5 | Type D, 20 | Type A,  2 | No queue items | No queue items | 
  Time:  7785   | Type B,  5 | Type D,  6 | Type D,  4 | Type D, 19 | Type A,  1 | No queue items | No queue items | 
  Time:  7786   | Type B,  4 | Type D,  5 | Type D,  3 | Type D, 18 | Type A,  5 | No queue items | No queue items | 
  Time:  7787   | Type B,  3 | Type D,  4 | Type D,  2 | Type D, 17 | Type A,  4 | No queue items | No queue items | 
  Time:  7788   | Type B,  2 | Type D,  3 | Type D,  1 | Type D, 16 | Type A,  3 | No queue items | No queue items | 
  Time:  7789   | Type B,  1 | Type D,  2 | Not Active | Type D, 15 | Type A,  2 | No queue items | No queue items | 
  Time:  7790   | Type D, 13 | Type D,  1 | Not Active | Type D, 14 | Type A,  1 | No queue items | No queue items | 
  Time:  7791   | Type D, 12 | Type A,  2 | Type B,  3 | Type D, 13 | Not Active | No queue items | No queue items | 
  Time:  7792   | Type D, 11 | Type A,  1 | Type B,  2 | Type D, 12 | Not Active | No queue items | No queue items | 
  Time:  7793   | Type D, 10 | Not Active | Type B,  1 | Type D, 11 | Not Active | No queue items | No queue items | 
  Time:  7794   | Type D,  9 | Not Active | Not Active | Type D, 10 | Not Active | No queue items | No queue items | 
  Time:  7795   | Type D,  8 | Type C, 11 | Not Active | Type D,  9 | Not Active | No queue items | No queue items | 
  Time:  7796   | Type D,  7 | Type C, 10 | Type A,  4 | Type D,  8 | Not Active | No queue items | No queue items | 
  Time:  7797   | Type D,  6 | Type C,  9 | Type A,  3 | Type D,  7 | Not Active | No queue items | No queue items | 
  Time:  7798   | Type D,  5 | Type C,  8 | Type A,  2 | Type D,  6 | Type B,  3 | No queue items | No queue items | 
  Time:  7799   | Type D,  4 | Type C,  7 | Type A,  1 | Type D,  5 | Type B,  2 | No queue items | No queue items | 
----------------|  Proc # 0  |  Proc # 1  |  Proc # 2  |  Proc # 3  |  Proc # 4  | Regular Queue  | Priority Queue |----------------
  Time:  7800   | Type D,  3 | Type C,  6 | Type A,  1 | Type D,  4 | Type B,  1 | No queue items | No queue items | 
  Time:  7801   | Type D,  2 | Type D, 14 | Type C,  5 | Type D,  3 | Not Active | No queue items | No queue items | 
  Time:  7802   | Type D,  1 | Type D, 13 | Type C,  4 | Type D,  2 | Type C, 10 | No queue items | No queue items | 
  Time:  7803   | Not Active | Type D, 12 | Type C,  3 | Type D,  1 | Type C,  9 | No queue items | No queue items | 
  Time:  7804   | Type B,  3 | Type D, 11 | Type C,  2 | Not Active | Type C,  8 | No queue items | No queue items | 
  Time:  7805   | Type B,  2 | Type D, 10 | Type C,  1 | Type A,  3 | Type C,  7 | No queue items | No queue items | 
  Time:  7806   | Type B,  1 | Type D,  9 | Type C,  9 | Type A,  2 | Type C,  6 | No queue items | No queue items | 
  Time:  7807   | Not Active | Type D,  8 | Type C,  8 | Type A,  1 | Type C,  5 | No queue items | No queue items | 
  Time:  7808   | Not Active | Type D,  7 | Type C,  7 | Not Active | Type C,  4 | No queue items | No queue items | 
  Time:  7809   | Type D, 17 | Type D,  6 | Type C,  6 | Not Active | Type C,  3 | No queue items | No queue items | 
  Time:  7810   | Type D, 16 | Type D,  5 | Type C,  5 | Type B,  2 | Type C,  2 | No queue items | No queue items | 
  Time:  7811   | Type D, 15 | Type D,  4 | Type C,  4 | Type B,  1 | Type C,  1 | Q Total:     1 | No queue items | 
  Time:  7812   | Type D, 14 | Type D,  3 | Type C,  3 | Type A,  3 | Not Active | No queue items | No queue items | 
  Time:  7813   | Type D, 13 | Type D,  2 | Type C,  2 | Type A,  2 | Not Active | No queue items | No queue items | 
  Time:  7814   | Type D, 12 | Type D,  1 | Type C,  1 | Type A,  1 | Not Active | No queue items | No queue items | 
  Time:  7815   | Type D, 11 | Not Active | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  7816   | Type D, 10 | Type B,  5 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  7817   | Type D,  9 | Type B,  4 | Type A,  3 | Not Active | Not Active | No queue items | No queue items | 
  Time:  7818   | Type D,  8 | Type B,  3 | Type A,  2 | Type C,  7 | Not Active | No queue items | No queue items | 
  Time:  7819   | Type D,  7 | Type B,  2 | Type A,  1 | Type C,  6 | Not Active | No queue items | No queue items | 
  Time:  7820   | Type D,  6 | Type B,  1 | Not Active | Type C,  5 | Not Active | No queue items | No queue items | 
  Time:  7821   | Type D,  5 | Not Active | Not Active | Type C,  4 | Not Active | No queue items | No queue items | 
  Time:  7822   | Type D,  4 | Not Active | Not Active | Type C,  3 | Not Active | No queue items | No queue items | 
  Time:  7823   | Type D,  3 | Type D,  3 | Type A,  3 | Type C,  2 | Not Active | No queue items | No queue items | 
  Time:  7824   | Type D,  2 | Type D,  2 | Type A,  2 | Type C,  1 | Type B,  5 | Q Total:     1 | No queue items | 
  Time:  7825   | Type D,  1 | Type D,  1 | Type A,  1 | Type C,  6 | Type B,  4 | No queue items | No queue items | 
  Time:  7826   | Not Active | Not Active | Not Active | Type C,  5 | Type B,  3 | No queue items | No queue items | 
  Time:  7827   | Not Active | Not Active | Not Active | Type C,  4 | Type B,  2 | No queue items | No queue items | 
  Time:  7828   | Type A,  2 | Not Active | Not Active | Type C,  3 | Type B,  1 | No queue items | No queue items | 
  Time:  7829   | Type A,  1 | Not Active | Not Active | Type C,  2 | Not Active | No queue items | No queue items | 
  Time:  7830   | Not Active | Not Active | Not Active | Type C,  1 | Not Active | No queue items | No queue items | 
  Time:  7831   | Not Active | Not Active | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  7832   | Type B,  6 | Not Active | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  7833   | Type D,  6 | Type B,  5 | Type A,  1 | Not Active | Not Active | No queue items | No queue items | 
  Time:  7834   | Type D,  5 | Type B,  4 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  7835   | Type D,  4 | Type B,  3 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  7836   | Type D,  3 | Type B,  2 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  7837   | Type D,  2 | Type B,  1 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  7838   | Type D,  1 | Not Active | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  7839   | Type A,  2 | Not Active | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  7840   | Type A,  1 | Type B,  4 | Type C, 10 | Not Active | Not Active | No queue items | No queue items | 
  Time:  7841   | Type D, 10 | Type B,  3 | Type C,  9 | Not Active | Not Active | No queue items | No queue items | 
  Time:  7842   | Type D,  9 | Type B,  2 | Type C,  8 | Not Active | Not Active | No queue items | No queue items | 
  Time:  7843   | Type D,  8 | Type B,  1 | Type C,  7 | Type A,  5 | Not Active | No queue items | No queue items | 
  Time:  7844   | Type D,  7 | Not Active | Type C,  6 | Type A,  4 | Not Active | No queue items | No queue items | 
  Time:  7845   | Type D,  6 | Not Active | Type C,  5 | Type A,  3 | Not Active | No queue items | No queue items | 
  Time:  7846   | Type D,  5 | Not Active | Type C,  4 | Type A,  2 | Not Active | No queue items | No queue items | 
  Time:  7847   | Type D,  4 | Type B,  4 | Type C,  3 | Type A,  1 | Type C,  6 | No queue items | No queue items | 
  Time:  7848   | Type D,  3 | Type B,  3 | Type C,  2 | Type A,  5 | Type C,  5 | No queue items | No queue items | 
  Time:  7849   | Type D,  2 | Type B,  2 | Type C,  1 | Type A,  4 | Type C,  4 | No queue items | No queue items | 
----------------|  Proc # 0  |  Proc # 1  |  Proc # 2  |  Proc # 3  |  Proc # 4  | Regular Queue  | Priority Queue |----------------
  Time:  7850   | Type D,  1 | Type B,  1 | Not Active | Type A,  3 | Type C,  3 | No queue items | No queue items | 
  Time:  7851   | Not Active | Not Active | Not Active | Type A,  2 | Type C,  2 | No queue items | No queue items | 
  Time:  7852   | Type A,  1 | Not Active | Not Active | Type A,  1 | Type C,  1 | No queue items | No queue items | 
  Time:  7853   | Type D,  8 | Type B,  8 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  7854   | Type D,  7 | Type B,  7 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  7855   | Type D,  6 | Type B,  6 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  7856   | Type D,  5 | Type B,  5 | Type C, 12 | Not Active | Not Active | No queue items | No queue items | 
  Time:  7857   | Type D,  4 | Type B,  4 | Type C, 11 | Not Active | Not Active | No queue items | No queue items | 
  Time:  7858   | Type D,  3 | Type D, 22 | Type C, 10 | Type B,  3 | Type A,  1 | No queue items | No queue items | 
  Time:  7859   | Type D,  2 | Type D, 21 | Type C,  9 | Type B,  2 | Type B,  5 | No queue items | No queue items | 
  Time:  7860   | Type D,  1 | Type D, 20 | Type C,  8 | Type B,  1 | Type B,  4 | No queue items | No queue items | 
  Time:  7861   | Not Active | Type D, 19 | Type C,  7 | Not Active | Type B,  3 | No queue items | No queue items | 
  Time:  7862   | Type C,  8 | Type D, 18 | Type C,  6 | Not Active | Type B,  2 | No queue items | No queue items | 
  Time:  7863   | Type C,  7 | Type D, 17 | Type C,  5 | Not Active | Type B,  1 | No queue items | No queue items | 
  Time:  7864   | Type C,  6 | Type D, 16 | Type C,  4 | Type A,  2 | Not Active | No queue items | No queue items | 
  Time:  7865   | Type C,  5 | Type D, 15 | Type C,  3 | Type A,  1 | Type B,  4 | No queue items | No queue items | 
  Time:  7866   | Type C,  4 | Type D, 14 | Type C,  2 | Not Active | Type B,  3 | No queue items | No queue items | 
  Time:  7867   | Type D,  7 | Type D, 13 | Type C,  1 | Type C,  3 | Type B,  2 | No queue items | No queue items | 
  Time:  7868   | Type D,  6 | Type D, 12 | Not Active | Type C,  2 | Type B,  1 | No queue items | No queue items | 
  Time:  7869   | Type D,  5 | Type D, 11 | Not Active | Type C,  1 | Not Active | No queue items | No queue items | 
  Time:  7870   | Type D,  4 | Type D, 10 | Type A,  2 | Not Active | Not Active | No queue items | No queue items | 
  Time:  7871   | Type D,  3 | Type D,  9 | Type A,  1 | Not Active | Not Active | No queue items | No queue items | 
  Time:  7872   | Type D,  2 | Type D,  8 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  7873   | Type D,  1 | Type D,  7 | Type B,  4 | Not Active | Not Active | No queue items | No queue items | 
  Time:  7874   | Type D,  2 | Type D,  6 | Type B,  3 | Type A,  4 | Not Active | No queue items | No queue items | 
  Time:  7875   | Type D,  1 | Type D,  5 | Type B,  2 | Type A,  3 | Not Active | No queue items | No queue items | 
  Time:  7876   | Not Active | Type D,  4 | Type B,  1 | Type A,  2 | Not Active | No queue items | No queue items | 
  Time:  7877   | Not Active | Type D,  3 | Not Active | Type A,  1 | Not Active | No queue items | No queue items | 
  Time:  7878   | Type A,  1 | Type D,  2 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  7879   | Type C,  7 | Type D,  1 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  7880   | Type C,  6 | Type B,  8 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  7881   | Type C,  5 | Type B,  7 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  7882   | Type C,  4 | Type B,  6 | Type A,  4 | Not Active | Not Active | No queue items | No queue items | 
  Time:  7883   | Type C,  3 | Type B,  5 | Type A,  3 | Not Active | Not Active | No queue items | No queue items | 
  Time:  7884   | Type C,  2 | Type B,  4 | Type A,  2 | Not Active | Not Active | No queue items | No queue items | 
  Time:  7885   | Type C,  1 | Type B,  3 | Type A,  1 | Not Active | Not Active | No queue items | No queue items | 
  Time:  7886   | Type D, 13 | Type B,  2 | Type B,  3 | Not Active | Not Active | No queue items | No queue items | 
  Time:  7887   | Type D, 12 | Type B,  1 | Type B,  2 | Not Active | Not Active | No queue items | No queue items | 
  Time:  7888   | Type D, 11 | Type A,  4 | Type B,  1 | Not Active | Not Active | No queue items | No queue items | 
  Time:  7889   | Type D, 10 | Type A,  3 | Type C, 12 | Not Active | Not Active | No queue items | No queue items | 
  Time:  7890   | Type D,  9 | Type A,  2 | Type C, 11 | Not Active | Not Active | No queue items | No queue items | 
  Time:  7891   | Type D,  8 | Type A,  1 | Type C, 10 | Not Active | Not Active | No queue items | No queue items | 
  Time:  7892   | Type D,  7 | Not Active | Type C,  9 | Not Active | Not Active | No queue items | No queue items | 
  Time:  7893   | Type D,  6 | Type A,  5 | Type C,  8 | Type B,  4 | Not Active | No queue items | No queue items | 
  Time:  7894   | Type D,  5 | Type A,  4 | Type C,  7 | Type B,  3 | Type C, 11 | No queue items | No queue items | 
  Time:  7895   | Type D,  4 | Type A,  3 | Type C,  6 | Type B,  2 | Type C, 10 | No queue items | No queue items | 
  Time:  7896   | Type D,  3 | Type A,  2 | Type C,  5 | Type B,  1 | Type C,  9 | No queue items | No queue items | 
  Time:  7897   | Type D,  2 | Type D,  9 | Type C,  4 | Type A,  1 | Type C,  8 | No queue items | No queue items | 
  Time:  7898   | Type D,  1 | Type D,  8 | Type C,  3 | Not Active | Type C,  7 | No queue items | No queue items | 
  Time:  7899   | Type A,  5 | Type D,  7 | Type C,  2 | Not Active | Type C,  6 | No queue items | No queue items | 
----------------|  Proc # 0  |  Proc # 1  |  Proc # 2  |  Proc # 3  |  Proc # 4  | Regular Queue  | Priority Queue |----------------
  Time:  7900   | Type A,  4 | Type D,  6 | Type C,  1 | Not Active | Type C,  5 | No queue items | No queue items | 
  Time:  7901   | Type A,  3 | Type D,  5 | Type B,  2 | Not Active | Type C,  4 | No queue items | No queue items | 
  Time:  7902   | Type A,  2 | Type D,  4 | Type B,  1 | Not Active | Type C,  3 | No queue items | No queue items | 
  Time:  7903   | Type A,  1 | Type D,  3 | Type A,  5 | Not Active | Type C,  2 | No queue items | No queue items | 
  Time:  7904   | Type C, 11 | Type D,  2 | Type A,  4 | Not Active | Type C,  1 | No queue items | No queue items | 
  Time:  7905   | Type D, 18 | Type D,  1 | Type A,  3 | Type C, 10 | Not Active | No queue items | No queue items | 
  Time:  7906   | Type D, 17 | Not Active | Type A,  2 | Type C,  9 | Not Active | No queue items | No queue items | 
  Time:  7907   | Type D, 16 | Not Active | Type A,  1 | Type C,  8 | Not Active | No queue items | No queue items | 
  Time:  7908   | Type D, 15 | Not Active | Not Active | Type C,  7 | Not Active | No queue items | No queue items | 
  Time:  7909   | Type D, 14 | Type A,  2 | Type B,  4 | Type C,  6 | Not Active | No queue items | No queue items | 
  Time:  7910   | Type D, 13 | Type A,  1 | Type B,  3 | Type C,  5 | Not Active | No queue items | No queue items | 
  Time:  7911   | Type D, 12 | Not Active | Type B,  2 | Type C,  4 | Not Active | No queue items | No queue items | 
  Time:  7912   | Type D, 11 | Not Active | Type B,  1 | Type C,  3 | Not Active | No queue items | No queue items | 
  Time:  7913   | Type D, 10 | Not Active | Not Active | Type C,  2 | Not Active | No queue items | No queue items | 
  Time:  7914   | Type D,  9 | Type D, 21 | Not Active | Type C,  1 | Not Active | No queue items | No queue items | 
  Time:  7915   | Type D,  8 | Type D, 20 | Type A,  3 | Type C, 10 | Not Active | No queue items | No queue items | 
  Time:  7916   | Type D,  7 | Type D, 19 | Type A,  2 | Type C,  9 | Not Active | No queue items | No queue items | 
  Time:  7917   | Type D,  6 | Type D, 18 | Type A,  1 | Type C,  8 | Type B,  8 | No queue items | No queue items | 
  Time:  7918   | Type D,  5 | Type D, 17 | Not Active | Type C,  7 | Type B,  7 | No queue items | No queue items | 
  Time:  7919   | Type D,  4 | Type D, 16 | Type A,  3 | Type C,  6 | Type B,  6 | No queue items | No queue items | 
