		Total Processors: 5

----------------|  Proc # 0  |  Proc # 1  |  Proc # 2  |  Proc # 3  |  Proc # 4  | Regular Queue  | Priority Queue |----------------
  Time:   908   | Type A,  3 | Type D, 13 | Type C,  5 | Type C,  4 | Type B,  2 | No queue items | No queue items | 
  Time:   909   | Type A,  2 | Type D, 12 | Type C,  4 | Type C,  3 | Type B,  1 | No queue items | No queue items | 
  Time:   910   | Type A,  1 | Type D, 11 | Type C,  3 | Type C,  2 | Type A,  3 | Q Total:     1 | No queue items | 
  Time:   911   | Type B,  3 | Type D, 10 | Type C,  2 | Type C,  1 | Type A,  2 | No queue items | No queue items | 
  Time:   912   | Type B,  2 | Type D,  9 | Type C,  1 | Not Active | Type A,  1 | No queue items | No queue items | 
  Time:   913   | Type B,  1 | Type D,  8 | Type C,  9 | Not Active | Not Active | No queue items | No queue items | 
  Time:   914   | Type D, 12 | Type D,  7 | Type C,  8 | Not Active | Not Active | No queue items | No queue items | 
  Time:   915   | Type D, 11 | Type D,  6 | Type C,  7 | Type A,  2 | Not Active | No queue items | No queue items | 
  Time:   916   | Type D, 10 | Type D,  5 | Type C,  6 | Type A,  1 | Not Active | No queue items | No queue items | 
  Time:   917   | Type D,  9 | Type D,  4 | Type C,  5 | Not Active | Not Active | No queue items | No queue items | 
  Time:   918   | Type D,  8 | Type D,  3 | Type C,  4 | Type B,  7 | Not Active | No queue items | No queue items | 
  Time:   919   | Type D,  7 | Type D,  2 | Type D, 18 | Type B,  6 | Type C,  3 | Q Total:     1 | No queue items | 
  Time:   920   | Type D,  6 | Type D,  1 | Type D, 17 | Type B,  5 | Type C,  2 | Q Total:     1 | No queue items | 
  Time:   921   | Type D,  5 | Type A,  1 | Type D, 16 | Type B,  4 | Type C,  1 | No queue items | No queue items | 
  Time:   922   | Type D,  4 | Not Active | Type D, 15 | Type B,  3 | Not Active | No queue items | No queue items | 
  Time:   923   | Type D,  3 | Not Active | Type D, 14 | Type B,  2 | Not Active | No queue items | No queue items | 
  Time:   924   | Type D,  2 | Type A,  2 | Type D, 13 | Type B,  1 | Type C,  7 | No queue items | No queue items | 
  Time:   925   | Type D,  1 | Type A,  1 | Type D, 12 | Type B,  5 | Type C,  6 | No queue items | No queue items | 
  Time:   926   | Not Active | Not Active | Type D, 11 | Type B,  4 | Type C,  5 | No queue items | No queue items | 
  Time:   927   | Type D, 20 | Not Active | Type D, 10 | Type B,  3 | Type C,  4 | No queue items | No queue items | 
  Time:   928   | Type D, 19 | Not Active | Type D,  9 | Type B,  2 | Type C,  3 | No queue items | No queue items | 
  Time:   929   | Type D, 18 | Not Active | Type D,  8 | Type B,  1 | Type C,  2 | No queue items | No queue items | 
  Time:   930   | Type D, 17 | Type A,  5 | Type D,  7 | Not Active | Type C,  1 | No queue items | No queue items | 
  Time:   931   | Type D, 16 | Type A,  4 | Type D,  6 | Type B,  3 | Not Active | No queue items | No queue items | 
  Time:   932   | Type D, 15 | Type A,  3 | Type D,  5 | Type B,  2 | Type C,  6 | No queue items | No queue items | 
  Time:   933   | Type D, 14 | Type D,  6 | Type D,  4 | Type B,  1 | Type C,  5 | Q Total:     1 | No queue items | 
  Time:   934   | Type D, 13 | Type D,  5 | Type D,  3 | Type A,  2 | Type C,  4 | Q Total:     1 | No queue items | 
  Time:   935   | Type D, 12 | Type D,  4 | Type D,  2 | Type A,  1 | Type C,  3 | Q Total:     1 | No queue items | 
  Time:   936   | Type D, 11 | Type D,  3 | Type D,  1 | Type A,  5 | Type C,  2 | No queue items | No queue items | 
  Time:   937   | Type D, 10 | Type D,  2 | Not Active | Type A,  4 | Type C,  1 | No queue items | No queue items | 
  Time:   938   | Type D,  9 | Type D,  1 | Type A,  5 | Type A,  3 | Type B,  4 | Q Total:     1 | No queue items | 
  Time:   939   | Type D,  8 | Type C,  7 | Type A,  4 | Type A,  2 | Type B,  3 | No queue items | No queue items | 
  Time:   940   | Type D,  7 | Type D,  3 | Type A,  3 | Type A,  1 | Type B,  2 | Q Total:     1 | No queue items | 
  Time:   941   | Type D,  6 | Type D,  2 | Type A,  2 | Type C,  6 | Type B,  1 | No queue items | No queue items | 
  Time:   942   | Type D,  5 | Type D,  1 | Type A,  1 | Type C,  5 | Type A,  1 | No queue items | No queue items | 
  Time:   943   | Type D,  4 | Not Active | Not Active | Type C,  4 | Not Active | No queue items | No queue items | 
  Time:   944   | Type D,  3 | Type C,  6 | Not Active | Type C,  3 | Not Active | No queue items | No queue items | 
  Time:   945   | Type D,  2 | Type C,  5 | Not Active | Type C,  2 | Not Active | No queue items | No queue items | 
  Time:   946   | Type D,  1 | Type C,  4 | Type B,  5 | Type C,  1 | Not Active | No queue items | No queue items | 
  Time:   947   | Not Active | Type C,  3 | Type B,  4 | Not Active | Not Active | No queue items | No queue items | 
  Time:   948   | Type A,  5 | Type C,  2 | Type B,  3 | Not Active | Not Active | No queue items | No queue items | 
  Time:   949   | Type A,  4 | Type C,  1 | Type B,  2 | Not Active | Not Active | No queue items | No queue items | 
----------------|  Proc # 0  |  Proc # 1  |  Proc # 2  |  Proc # 3  |  Proc # 4  | Regular Queue  | Priority Queue |----------------
  Time:   950   | Type A,  3 | Not Active | Type B,  1 | Not Active | Not Active | No queue items | No queue items | 
  Time:   951   | Type A,  2 | Not Active | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:   952   | Type D, 21 | Type A,  1 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:   953   | Type D, 20 | Type A,  4 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:   954   | Type D, 19 | Type A,  3 | Type B,  5 | Not Active | Not Active | No queue items | No queue items | 
  Time:   955   | Type D, 18 | Type A,  2 | Type B,  4 | Type C, 10 | Not Active | No queue items | No queue items | 
  Time:   956   | Type D, 17 | Type A,  1 | Type B,  3 | Type C,  9 | Not Active | No queue items | No queue items | 
  Time:   957   | Type D, 16 | Not Active | Type B,  2 | Type C,  8 | Not Active | No queue items | No queue items | 
  Time:   958   | Type D, 15 | Type A,  3 | Type B,  1 | Type C,  7 | Not Active | No queue items | No queue items | 
  Time:   959   | Type D, 14 | Type D, 13 | Type A,  2 | Type C,  6 | Not Active | No queue items | No queue items | 
  Time:   960   | Type D, 13 | Type D, 12 | Type A,  1 | Type C,  5 | Type B,  5 | No queue items | No queue items | 
  Time:   961   | Type D, 12 | Type D, 11 | Not Active | Type C,  4 | Type B,  4 | No queue items | No queue items | 
  Time:   962   | Type D, 11 | Type D, 10 | Not Active | Type C,  3 | Type B,  3 | No queue items | No queue items | 
  Time:   963   | Type D, 10 | Type D,  9 | Not Active | Type C,  2 | Type B,  2 | No queue items | No queue items | 
  Time:   964   | Type D,  9 | Type D,  8 | Type A,  4 | Type C,  1 | Type B,  1 | No queue items | No queue items | 
  Time:   965   | Type D,  8 | Type D,  7 | Type A,  3 | Not Active | Not Active | No queue items | No queue items | 
  Time:   966   | Type D,  7 | Type D,  6 | Type D, 14 | Type A,  2 | Not Active | No queue items | No queue items | 
  Time:   967   | Type D,  6 | Type D,  5 | Type D, 13 | Type A,  1 | Not Active | No queue items | No queue items | 
  Time:   968   | Type D,  5 | Type D,  4 | Type D, 12 | Type B,  7 | Not Active | No queue items | No queue items | 
  Time:   969   | Type D,  4 | Type D,  3 | Type D, 11 | Type B,  6 | Type A,  1 | No queue items | No queue items | 
  Time:   970   | Type D,  3 | Type D,  2 | Type D, 10 | Type B,  5 | Not Active | No queue items | No queue items | 
  Time:   971   | Type D,  2 | Type D,  1 | Type D,  9 | Type B,  4 | Not Active | No queue items | No queue items | 
  Time:   972   | Type D,  1 | Type C, 11 | Type D,  8 | Type B,  3 | Not Active | No queue items | No queue items | 
  Time:   973   | Type A,  2 | Type C, 10 | Type D,  7 | Type B,  2 | Not Active | No queue items | No queue items | 
  Time:   974   | Type A,  1 | Type C,  9 | Type D,  6 | Type B,  1 | Not Active | No queue items | No queue items | 
  Time:   975   | Not Active | Type C,  8 | Type D,  5 | Not Active | Not Active | No queue items | No queue items | 
  Time:   976   | Type B,  8 | Type C,  7 | Type D,  4 | Type C, 12 | Not Active | No queue items | No queue items | 
  Time:   977   | Type D, 19 | Type C,  6 | Type D,  3 | Type C, 11 | Type B,  7 | No queue items | No queue items | 
  Time:   978   | Type D, 18 | Type C,  5 | Type D,  2 | Type C, 10 | Type B,  6 | No queue items | No queue items | 
  Time:   979   | Type D, 17 | Type C,  4 | Type D,  1 | Type C,  9 | Type B,  5 | Q Total:     1 | No queue items | 
  Time:   980   | Type D, 16 | Type C,  3 | Type A,  1 | Type C,  8 | Type B,  4 | No queue items | No queue items | 
  Time:   981   | Type D, 15 | Type C,  2 | Not Active | Type C,  7 | Type B,  3 | No queue items | No queue items | 
  Time:   982   | Type D, 14 | Type C,  1 | Not Active | Type C,  6 | Type B,  2 | No queue items | No queue items | 
  Time:   983   | Type D, 13 | Type B,  8 | Not Active | Type C,  5 | Type B,  1 | No queue items | No queue items | 
  Time:   984   | Type D, 12 | Type B,  7 | Not Active | Type C,  4 | Not Active | No queue items | No queue items | 
  Time:   985   | Type D, 11 | Type B,  6 | Type A,  5 | Type C,  3 | Not Active | No queue items | No queue items | 
  Time:   986   | Type D, 10 | Type B,  5 | Type A,  4 | Type C,  2 | Not Active | No queue items | No queue items | 
  Time:   987   | Type D,  9 | Type B,  4 | Type A,  3 | Type C,  1 | Not Active | No queue items | No queue items | 
  Time:   988   | Type D,  8 | Type D, 13 | Type A,  2 | Type B,  3 | Not Active | No queue items | No queue items | 
  Time:   989   | Type D,  7 | Type D, 12 | Type A,  1 | Type B,  2 | Not Active | No queue items | No queue items | 
  Time:   990   | Type D,  6 | Type D, 11 | Type B,  8 | Type B,  1 | Not Active | No queue items | No queue items | 
  Time:   991   | Type D,  5 | Type D, 10 | Type B,  7 | Type A,  5 | Type C,  9 | No queue items | No queue items | 
  Time:   992   | Type D,  4 | Type D,  9 | Type B,  6 | Type A,  4 | Type C,  8 | No queue items | No queue items | 
  Time:   993   | Type D,  3 | Type D,  8 | Type B,  5 | Type A,  3 | Type C,  7 | No queue items | No queue items | 
  Time:   994   | Type D,  2 | Type D,  7 | Type B,  4 | Type A,  2 | Type C,  6 | No queue items | No queue items | 
  Time:   995   | Type D,  1 | Type D,  6 | Type B,  3 | Type A,  1 | Type C,  5 | Q Total:     1 | No queue items | 
  Time:   996   | Type A,  5 | Type D,  5 | Type B,  2 | Type B,  8 | Type C,  4 | No queue items | No queue items | 
  Time:   997   | Type D, 20 | Type D,  4 | Type B,  1 | Type B,  7 | Type C,  3 | Q Total:     1 | No queue items | 
  Time:   998   | Type D, 19 | Type D,  3 | Type A,  4 | Type B,  6 | Type C,  2 | No queue items | No queue items | 
  Time:   999   | Type D, 18 | Type D,  2 | Type A,  3 | Type B,  5 | Type C,  1 | Q Total:     1 | No queue items | 
----------------|  Proc # 0  |  Proc # 1  |  Proc # 2  |  Proc # 3  |  Proc # 4  | Regular Queue  | Priority Queue |----------------
  Time:  1000   | Type D, 17 | Type D,  1 | Type A,  2 | Type B,  4 | Type A,  5 | No queue items | No queue items | 
  Time:  1001   | Type D, 16 | Not Active | Type A,  1 | Type B,  3 | Type A,  4 | No queue items | No queue items | 
  Time:  1002   | Type D, 15 | Type B,  7 | Not Active | Type B,  2 | Type A,  3 | No queue items | No queue items | 
  Time:  1003   | Type D, 14 | Type B,  6 | Not Active | Type B,  1 | Type A,  2 | No queue items | No queue items | 
  Time:  1004   | Type D, 13 | Type B,  5 | Type A,  1 | Not Active | Type A,  1 | No queue items | No queue items | 
  Time:  1005   | Type D, 12 | Type B,  4 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  1006   | Type D, 11 | Type B,  3 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  1007   | Type D, 10 | Type B,  2 | Type C,  7 | Not Active | Not Active | No queue items | No queue items | 
  Time:  1008   | Type D,  9 | Type B,  1 | Type C,  6 | Type B,  5 | Not Active | No queue items | No queue items | 
  Time:  1009   | Type D,  8 | Not Active | Type C,  5 | Type B,  4 | Not Active | No queue items | No queue items | 
  Time:  1010   | Type D,  7 | Type D, 21 | Type C,  4 | Type B,  3 | Type A,  3 | No queue items | No queue items | 
  Time:  1011   | Type D,  6 | Type D, 20 | Type C,  3 | Type B,  2 | Type A,  2 | No queue items | No queue items | 
  Time:  1012   | Type D,  5 | Type D, 19 | Type C,  2 | Type B,  1 | Type A,  1 | No queue items | No queue items | 
  Time:  1013   | Type D,  4 | Type D, 18 | Type C,  1 | Not Active | Not Active | No queue items | No queue items | 
  Time:  1014   | Type D,  3 | Type D, 17 | Type A,  3 | Type B,  4 | Not Active | No queue items | No queue items | 
  Time:  1015   | Type D,  2 | Type D, 16 | Type A,  2 | Type B,  3 | Not Active | No queue items | No queue items | 
  Time:  1016   | Type D,  1 | Type D, 15 | Type A,  1 | Type B,  2 | Type C,  8 | No queue items | No queue items | 
  Time:  1017   | Not Active | Type D, 14 | Not Active | Type B,  1 | Type C,  7 | No queue items | No queue items | 
  Time:  1018   | Not Active | Type D, 13 | Not Active | Not Active | Type C,  6 | No queue items | No queue items | 
  Time:  1019   | Type A,  1 | Type D, 12 | Not Active | Not Active | Type C,  5 | No queue items | No queue items | 
  Time:  1020   | Type B,  5 | Type D, 11 | Not Active | Not Active | Type C,  4 | No queue items | No queue items | 
  Time:  1021   | Type B,  4 | Type D, 10 | Not Active | Not Active | Type C,  3 | No queue items | No queue items | 
  Time:  1022   | Type B,  3 | Type D,  9 | Not Active | Not Active | Type C,  2 | No queue items | No queue items | 
  Time:  1023   | Type B,  2 | Type D,  8 | Not Active | Not Active | Type C,  1 | No queue items | No queue items | 
  Time:  1024   | Type D,  5 | Type D,  7 | Type B,  1 | Not Active | Not Active | No queue items | No queue items | 
  Time:  1025   | Type D,  4 | Type D,  6 | Type A,  4 | Not Active | Not Active | No queue items | No queue items | 
  Time:  1026   | Type D,  3 | Type D,  5 | Type A,  3 | Type B,  5 | Not Active | No queue items | No queue items | 
  Time:  1027   | Type D,  2 | Type D,  4 | Type A,  2 | Type B,  4 | Not Active | No queue items | No queue items | 
  Time:  1028   | Type D,  1 | Type D,  3 | Type A,  1 | Type B,  3 | Not Active | No queue items | No queue items | 
  Time:  1029   | Type D,  5 | Type D,  2 | Not Active | Type B,  2 | Not Active | No queue items | No queue items | 
  Time:  1030   | Type D,  4 | Type D,  1 | Type C,  7 | Type B,  1 | Not Active | No queue items | No queue items | 
  Time:  1031   | Type D,  3 | Type A,  1 | Type C,  6 | Not Active | Not Active | No queue items | No queue items | 
  Time:  1032   | Type D,  2 | Not Active | Type C,  5 | Not Active | Not Active | No queue items | No queue items | 
  Time:  1033   | Type D,  1 | Type D, 18 | Type C,  4 | Type B,  7 | Not Active | No queue items | No queue items | 
  Time:  1034   | Not Active | Type D, 17 | Type C,  3 | Type B,  6 | Not Active | No queue items | No queue items | 
  Time:  1035   | Type A,  1 | Type D, 16 | Type C,  2 | Type B,  5 | Not Active | No queue items | No queue items | 
  Time:  1036   | Type C,  8 | Type D, 15 | Type C,  1 | Type B,  4 | Not Active | No queue items | No queue items | 
  Time:  1037   | Type C,  7 | Type D, 14 | Not Active | Type B,  3 | Not Active | No queue items | No queue items | 
  Time:  1038   | Type C,  6 | Type D, 13 | Not Active | Type B,  2 | Not Active | No queue items | No queue items | 
  Time:  1039   | Type C,  5 | Type D, 12 | Not Active | Type B,  1 | Not Active | No queue items | No queue items | 
